"smiles","drug","drugs"
"CC[C@H](C)[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCNC(N)=N)NC(=O)CNC(=O)CNC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)CNC1=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](N)[C@@H](C)O","DB05034","DB05034"
"COC1=CC(CN(C)C2=CN=C3N=C(N)N=C(N)C3=C2)=CC(OC)=C1OC","DB02919","DB02919"
"CC(=O)N[C@@H]1NC[C@@H](CO)[C@H](O)[C@H]1O","DB03861","DB03861"
"OC(=O)CCCCON=C(C1=CN=CC=C1)C1=CC(=CC=C1)C(F)(F)F","DB01207","DB01207"
"[H][C@@]1(O[C@]([H])([C@H](NC(=O)C2C[C@@H](CCC)CN2C)[C@@H](C)O)[C@H](O)[C@H](O)[C@H]1O)SC","DB01627","DB01627"
"NC1=NC2=NC=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1","DB06813","DB06813"
"COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1","DB00559","DB00559"
"CC(C)=CCCC(C)=CCCC(C)=CCONC(=O)CP(O)(O)=O","DB07771","DB07771"
"NCC1=CC(CSC2=CC=CC=C2)=C2N=C(N)NC(=O)C2=C1","DB04239","DB04239"
"N[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@@H]1OP(O)(O)=O","DB03111","DB03111"
"[H][C@@](C[P@](O)(=O)CCCC1=CC=CC=C1)(C(O)=O)C1=CC(NC(N)=N)=CC=C1","DB07182","DB07182"
"COC1=CC=CC=C1C1=CNC2=C1C=C(C=N2)C1=CC(=CN=C1)C(=O)N(C)C","DB08350","DB08350"
"CC1=CN([C@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O","DB04485","DB04485"
"OC(COC1=CC=CC(=C1)C1=CC=CC(=C1)C1=CC=CC=C1)(P(O)(O)=O)P(O)(O)=O","DB07426","DB07426"
"CC(=O)N[C@@H](CC1=CC=C(OCC(O)=O)C(=C1)P(O)(O)=O)C(=O)N[C@@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O","DB01908","DB01908"
"OC[C@H](O)[C@@H](O)CC(=O)C(O)=O","DB03489","DB03489"
"[O-][N+](=O)N=C1/NCCN1CC1=CN=C(Cl)C=C1","DB07980","DB07980"
"COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1","DB01044","DB01044"
"C[C@@H](O)[C@@H](N)C(O)=O","DB03700","DB03700"
"OC(=O)C1=CC=CC=C1O","DB00936","DB00936"
"OC(=O)C(=C)OP(O)(O)=O","DB01819","DB01819"
"NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1","DB04457","DB04457"
"CCNC1=CC2=C(C=C1C)C(C1=CC=CC=C1C(=O)OCC)=C1C=C(C)C(C=C1O2)=[NH+]CC","DB03825","DB03825"
"[O-][N+](=O)c1ccc2cnnc2c1","DB03100","DB03100"
"CC[C@H]1C=C(C)[C@@H](O)CC=CC=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)C3=C(CC)C(Cl)=C(O)C(Cl)=C3O)[C@H](O)[C@@H]2OC)C(=O)OC(CC=C(/C)C=C(C)[C@@H]1O[C@@H]1OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O)[C@@H](C)O","DB08874","DB08874"
"NC(=[NH2+])c1ccc2nc(nc2c1)C1=CC(=CC(Br)=C1[O-])[C@@H](CC([O-])=O)C([O-])=O","DB02063","DB02063"
"O[C@@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P@]([O-])(=O)O[P@]([O-])(=O)OP([O-])([O-])=O)N1C=NC2=C1N=CN([C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O)C2=N","DB01661","DB01661"
"C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O","DB03485","DB03485"
"CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)NC(CC1=CN=CN1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O","DB05479","DB05479"
"NS(=O)(=O)C1=CC(F)=CC(F)=C1","DB02087","DB02087"
"CCSC(CC1=CC=CC=C1)=N/OS(O)(=O)=O","DB04779","DB04779"
"COC1=C(OC(F)F)C=CC(=C1)C1=NNC(=O)C=C1","DB02918","DB02918"
"NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1","DB00158","DB00158"
"CN(C)C1=CC=C(C=C1)C1=[N+](C)C2=CC=C(O)C=C2S1","DB08615","DB08615"
"O[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1OS(O)(=O)=O)C(O)=O","DB02264","DB02264"
"OCC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)OCC1=CC=CN=C1","DB02128","DB02128"
"CN(C)C1=N[C@@H]2[C@@H](O)[C@@H](O)[C@H](CO)[C@@H]2O1","DB04404","DB04404"
"CCCCCNC(=O)[C@@H](CC1=CC=C(OCC(O)=O)C(=C1)C(O)=O)NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)CCC(O)=O","DB04525","DB04525"
"[H][C@@](CCCCC)(OO)C=C[C@@]1([H])[C@@]2([H])C[C@]([H])(OO2)[C@]1([H])CC=C/CCCC(O)=O","DB03866","DB03866"
"O[C@H](C#N)C1=CC=C(O)C=C1","DB03430","DB03430"
"NC1=Nc2c(cnc2C(=O)N1)[C@@H]1N[C@@H](CO)[C@H](O)[C@H]1O","DB02230","DB02230"
"CCCCCON=O","DB01612","DB01612"
"FC(F)(F)C(Cl)Br","DB01159","DB01159"
"CC1(C)CC2=C(SC(=N2)N2CCOCC2)C(=O)C1","DB07073","DB07073"
"CCOC(=O)[C@H](CCC1=CC=CC=C1)CC1(CCCC1)C(=O)N[C@H]1CCC2=CC=CC=C2N(CC(O)=O)C1=O","DB05796","DB05796"
"COC1=CC=C(C=C1)C(=O)N1CCCC1=O","DB04599","DB04599"
"OC(=O)C1=CC=CC=C1","DB03793","DB03793"
"NC1=CC=C2NC(=CC2=N1)C1=CC(CC(O)=O)=CC(=C1O)C1=CC=CC(=C1)[N+]([O-])=O","DB08232","DB08232"
"[H][C@]12C=CCC=C1C=CC1=CC(O)=CC=C1N2CC1=NC2=C(N)N=C(N)N=C2N=C1","DB08448","DB08448"
"[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])CC(=O)CC[C@]12C","DB07375","DB07375"
"[H][C@]1(C)CC[C@]2(CO)CO[C@]([H])(C3=CC=C(O)C=C3)[C@@]1([H])[C@@]2([H])C","DB07087","DB07087"
"OCCN(CC(=O)NO)S(=O)(=O)C1=CC=C(C=C1)C1=CC=CC=C1","DB08029","DB08029"
"NCCCCC1=CC=CC=C1","DB04311","DB04311"
"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC=NC1=O","DB03068","DB03068"
"[H][C@]12[C@@H](CC[C@@]1(CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CC[C@H](OC(=O)CC(C)(C)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O)C(C)=C","DB06581","DB06581"
"CC(C)C1=NC2=C(OCC3CCCCC3)N=C(N)N=C2N1","DB08247","DB08247"
"ClC1=CC=C(C=CS(=O)(=O)N2CCN(CC3CCN(CC3)C3=CC=NC=C3)CC2)C=C1","DB08746","DB08746"
"CN(C)C1=CC2=C(C=C1C)N=C1C(=O)NC(=O)N=C1N2C[C@@H](O)[C@@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N","DB03482","DB03482"
"OC(=O)C1=CC=CC2=C1NC(=C2C1=CC=CC=C1)C1=CC=CC=C1","DB08709","DB08709"
"[H][C@@]1(CO[P@](O)(=O)CCCCC=C)COC(C)(C)O1","DB08475","DB08475"
"NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1","DB06729","DB06729"
"COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O","DB06605","DB06605"
"[H][C@@](CC1CCCCC1)(NC(=O)N1CCOCC1)C(=O)NC1(CCN(C)CC1)C#N","DB08752","DB08752"
"COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1","DB06691","DB06691"
"[H][C@@]1(C)CC=CC(=O)[C@@]([H])(O)[C@@]([H])(O)CC=CC2=CC(OC)=CC(O)=C2C(=O)O1","DB07788","DB07788"
"NC1=NC(=O)C2=C(N1)N(COCCO)C=N2","DB00787","DB00787|DB05347"
"NC1=NC=NC2=C1N=CN2[C@H]1C[C@@H](O)[C@H](CO[P@@](O)(=O)O[P@](O)(=O)OP(O)(O)=O)O1","DB03222","DB03222"
"CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1","DB00449","DB00449"
"CN(C)C(=O)C1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NC(=O)[C@@](C)(O)C(F)(F)F)C(Cl)=C1","DB07403","DB07403"
"CC1=CC=C(CNS(=O)(=O)C2=CC=C(S2)S(N)(=O)=O)C=C1","DB07363","DB07363"
"[H][C@@](CC(C)C)(NC(=S)NC1=CC=CC=C1)C(=O)N[C@]1([H])CO[C@]([H])(O)C1","DB07627","DB07627"
"NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1","DB00650","DB00650"
"NS(=O)(=O)C1=CC=C(C=C1)C1=CC=C(O1)C=C1/SC(=N)NC1=O","DB07534","DB07534"
"[H][C@](N)(CCC(=O)NC1=CC=C(OCC2=CC=CC=C2)C=C1)C(O)=O","DB07102","DB07102"
"OC(=O)CCC1=CNC2=CC=CC=C12","DB02758","DB02758"
"NCCCN1CCN(CCCNC(=O)C2=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=CC(=C2)[N+]([O-])=O)CC1","DB03235","DB03235|DB04073"
"O=C1NC=Nc2ncnc12","DB04076","DB04076"
"OCCC(O)=O","DB03688","DB03688"
"CC(C)(C)C1=CC=C(C=C1)S(O)(=O)=O","DB07440","DB07440"
"[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O","DB06777","DB06777"
"NC1=C(Br)C(C(O)=O)=C(Br)C(C(O)=O)=C1Br","DB07491","DB07491"
"CC(C)(C)C1=CC=C(C=C1)C(=O)NN=CC1=CC(Br)=C(O)C(Br)=C1O","DB07097","DB07097"
"COC1=CC2=C(OC(NS(=O)(=O)C3=CC(Cl)=CC=C3Cl)=N2)C(=C1)C1=CC(N)=CC=C1","DB07270","DB07270"
"CNCCNS(=O)(=O)C1=CC=CC2=C1C=CN=C2","DB07997","DB07997"
"C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12","DB01012","DB01012"
"CC1=C(CCOP(O)(O)=O)SC=N1","DB03145","DB03145"
"[H][C@]1(CNCCO1)[C@@H](OC1=CC=CC=C1OCC)C1=CC=CC=C1","DB00234","DB00234"
"OC(=O)[C@@]1(O)OC2=CC=CC=C2C=C1","DB06952","DB06952"
"CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O","DB00706","DB00706"
"[H][C@@]1(CC[N@@+](C)([O-])CC1)[Si](C)(C)C1=CC=CC=C1","DB07672","DB07672"
"CSC1=NC2=C(N1)C(Br)=C(Br)C(Br)=C2Br","DB04720","DB04720"
"COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1","DB00528","DB00528"
"[H][C@](N)(CC(=O)N1CCN2N=C(N=C2[C@@]1([H])C)C(F)(F)F)CC1=C(F)C=C(F)C(F)=C1","DB07081","DB07081"
"[H][C@](CN)(C1=CC=C(Cl)C=C1)C1=CC=C(C=C1)C1=CNN=C1","DB07857","DB07857"
"N[C@H](CO)CC1CCCCC1","DB04387","DB04387"
"C[C@@H](CN1C=NC2=C1N=C(N)N=C2N)OCP([O-])([O-])=O","DB02222","DB02222"
"[H][C@@](CC1=CC=C(C[Se](O)=O)C=C1)(NC(=O)OC(C)(C)C)C(=O)OC","DB08783","DB08783"
"ONC(=O)C=CC(C)=C[C@](C)([H])C(=O)C1=CC=C(N(C)C)C=C1","DB04297","DB04297"
"ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1","DB00967","DB00967"
"O=COCC1=CC=CC=C1","DB04569","DB04569"
"OC[C@@H]1O[C@H]([C@H]2O[V](O)(O)(=O)O[C@H]12)N1C=CC(=O)NC1=O","DB03512","DB03512"
"[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","DB01234","DB01234"
"NC1=NC(=O)N(C=C1)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O","DB02456","DB02456|DB03403"
"OCC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O","DB04034","DB04034"
"[H][C@]1(CN(C2CCCCC2)C(=O)C1)C(=O)NC1=C(C)C(Cl)=CC=C1","DB07090","DB07090"
"CS(=O)(=O)NC1=CC(NC2=NC(NC3=C(Cl)C=CC4=C3OCO4)=CC=N2)=CC=C1","DB07254","DB07254"
"CC1=CC(NC2=C3C=CC=CC3=NC(=N2)C2=CC=CC=C2)=NN1","DB08454","DB08454"
"[H][C@@]1(CCCN1C(=O)C1=C(O)C=C(O)C=C1)C1=CC=CC=C1C","DB08442","DB08442"
"[H][C@@]1(C[C@@]11C[C@]([H])(NC1=O)C1=CC=C(OCC2=CC(=NC3=C2C=CC=C3)C2=CC=CC=C2)C=C1)C(O)=O","DB07189","DB07189"
"O=C(CC1=CC2=C(C=CC=C2)C=C1)NC1=CC(=NN1)C1CC1","DB06944","DB06944"
"NC12CC3CC(CC(C3)C1)C2","DB00915","DB00915"
"[H][C@@]1(CC2=C(C=CC=C2)N(CC(=O)NCCO)C1=O)NC(=O)C1=CC2=C(N1)SC(Cl)=C2","DB07792","DB07792"
"CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](OS(O)(=O)=O)[C@@H]1O","DB01872","DB01872|DB04492"
"CCN1CCN(CC1)C1=NC2=C(C=NN2C(NC2=CC=CC=C2)=N1)C#N","DB08360","DB08360"
"O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)C(O)=O","DB03042","DB03042"
"OC1=CC=C(CC2=NN=C3C=CC(=NN23)C2=CC=CC=C2)C=C1","DB08111","DB08111"
"OC(=O)CCCC1=CC=CS1","DB02434","DB02434"
"CC(=O)C1=CC=CC=C1","DB04619","DB04619"
"[H][C@](CS)(CC1=CC=CC=C1)C(=O)NCC(O)=O","DB08626","DB08626"
"C[C@@H](NC(=O)[C@@H](C)NC(=O)CCCC[C@@H](NC(=O)C[NH3+])C([O-])=O)C(O)=O","DB02578","DB02578"
"ClC1=CC(=CC(Cl)=C1)C1=C(C#N)[C@@]2(CC3=CC=C(C=C3)C#N)CCCN2C1=O","DB06972","DB06972"
"CNC(=O)CN1CCC(CC1)NC1=NC(=CC=N1)C1=CN=C2C=CC=CN12","DB08026","DB08026"
"CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC","DB00807","DB00807"
"CCN(CC)CCCN(C1CC2=CC=CC=C2C1)C1=CC=CC=C1","DB01429","DB01429"
"[H][C@@]12CC[C@](O)(C(=O)OCCl)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","DB00873","DB00873"
"CC1(C)CC(=O)C2=C(N)N=CN=C2C1","DB08316","DB08316"
"OS(=O)(=O)CCCN1CCOCC1","DB03434","DB03434"
"NC1=CC=C(C=C1)C(O)=O","DB02362","DB02362"
"[H][C@]1(CCCN1C(=O)OCC1=CC=CC=C1)C(=O)NNCCCCN","DB07366","DB07366"
"CO[C@@H](CC1=CC=CC=C1)[C@@H](C)C[C@H](C)CC[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H](C)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](C)N(C)C(=O)CCC(=N/C(=O)[C@H]1C)C(O)=O)C(O)=O","DB04675","DB04675"
"OC(=O)C1=CC=C(C=C1)C1=CC=C(O1)C=C1/SC(=N)NC1=O","DB07539","DB07539"
"CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1","DB01081","DB01081"
"CC1=NC(=CO1)C1=CC(C)=C(OCCCC2=CC(C)=NO2)C(C)=C1","DB08715","DB08715"
"OCCCC([O-])=O","DB01440","DB01440"
"COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O","DB08689","DB08689"
"CC1=CC=C(CN2C=NC(=C2)C2=CC=CS2)C=C1","DB03030","DB03030"
"CCCCCCCCCCCO[C@H]1O[C@@H](CO)[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O","DB02686","DB02686"
"[H][C@]12CC(SCCN=CN)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O","DB01598","DB01598"
"CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21","DB00934","DB00934"
"CS(=O)(=O)NC1=CC=C(C=C1)C(O)=O","DB07114","DB07114"
"CC(C)(C)C1=NC2=C3C=CC(F)=CC3=C3C(=O)NC=CC3=C2N1","DB04716","DB04716"
"CCNC(=O)C1=NOC(=C1C1=CC=C(CN2CCOCC2)C=C1)C1=C(O)C=C(O)C(Cl)=C1","DB06961","DB06961"
"CC1=CC=CC=C1CC(=O)NC1=CC(C)=C(C(C)=C1)S(=O)(=O)NCC(O)=O","DB01689","DB01689"
"CP(O)=O","DB02845","DB02845"
"CC(C)OC1=CC=C(CC[C@]2(CC(O)=CC(=O)O2)C2CCCC2)C=C1F","DB08390","DB08390"
"CC1=NC=NC2=C1N=CN2[C@H]1C[C@@H](O)[C@H](CO)O1","DB03735","DB03735"
"C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(N)=O","DB04092","DB04092"
"CC(C)NC1=NC2=C(S1)C=C(C=C2)C1=C(N=CO1)C1=CC=CC=C1F","DB08352","DB08352"
"CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1","DB08868","DB08868"
"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O","DB00584","DB00584"
"NCC1=CC=CC=C1","DB02464","DB02464"
"O[C@@H]([C@@H](O)C(O)=O)C(O)=O","DB01694","DB01694"
"ClC1=CC=C(C=C1)C1=NNC(=C1)C1CCNCC1","DB08061","DB08061"
"CC1COC2=C3N1C=C(C(O)=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1","DB01165","DB01165"
"OC(=O)C(CP(O)(O)=O)=C(Cl)Cl","DB04317","DB04317"
"FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)C2=C(C=CC=C2)C2=CC=C(C=C2)C(F)(F)F)C2=CC=CC=C2C2=CC=CC=C12","DB08827","DB08827"
"CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1","DB01174","DB01174"
"C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O","DB00968","DB00968"
"O.O=O.[O-][Cl]=O.[O-][Cl]=O.[O-][Cl]=O.[O-][Cl]=O","DB05389","DB05389"
"[H][C@](N)(CC1=CC=C(I)C=C1)C(O)=O","DB03660","DB03660"
"CCCCC(C)(O)CC=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC","DB00929","DB00929"
"CCNC(=O)C1=CC2=C(N=C(N)N=C2S1)C1=C(Cl)C=C(Cl)C=C1","DB08789","DB08789"
"CC1=CN=C(NCC(F)(F)C2=CC=CC=N2)C(=O)N1CC(=O)NCC1=C(F)C=CC=N1","DB07548","DB07548"
"OC[C@@H]1O[C@H](OC2=CC(=CC(=C2)[N+]([O-])=O)C(=O)NC(CN2CCOCC2)CN2CCOCC2)[C@@H](O)[C@H](O)[C@H]1O","DB04040","DB04040"
"NC(=O)C1=CN(C=CC1)[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O","DB02338","DB02338"
"[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(O2)C1CCCCC1)C(=O)COC(=O)C(C)C","DB01410","DB01410"
"[H][C@](CS)(CCCC1=CC=CC=C1)C(O)=O","DB08161","DB08161"
"FC1=CC=C(C=C1)C1=C(N(CC2CC2)C=N1)C1=CC=NC=C1","DB08522","DB08522"
"CNS(=O)(=O)C1=CC=C(NC2=NC(=CC=N2)C2=CN=C(C)N2C2CC2)C=C1","DB07791","DB07791"
"[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C=C(CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(O)=O)C(=O)C1=CC=C(O)C=C1","DB08220","DB08220"
"[H][C@@](CCSC)(NC(=O)[C@]1([H])CCCN1C(=O)[C@]([H])(CC1=CC=C(O)C=C1)NC(=O)CS)C(N)=O","DB01883","DB01883"
"[H][C@@]12CCCN1C(=O)[C@@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC2=O)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](N)CCCNC(N)=N","DB05490","DB05490"
"CC1=C(CC(N)=O)C2=C(C=CC(OCCCC(O)=O)=C2)N1CC1=CC=CC=C1","DB02936","DB02936"
"CN(C(C)=O)C1(CCN(CCC[C@@]2(CCCN(C2)C(=O)C2=CC=CC=C2)C2=CC(Cl)=C(Cl)C=C2)CC1)C1=CC=CC=C1","DB04872","DB04872"
"[H][C@]1(CO[P@](O)(=O)CCCCC=C)COC(C)(C)O1","DB08548","DB08548"
"CC(=O)N[C@@H]1[C@@H](N)C=C(O[C@H]1[C@H](O)[C@@H](O)CO)C(O)=O","DB03321","DB03321"
"CC(C)CC(=O)O[C@H]1[C@@H](O[C@@H]2C[C@]3(C)[C@H]4CC[C@@H]5C[C@@]4(CC[C@H]3C(C2)(C(O)=O)C(O)=O)[C@@H](O)C5=C)O[C@@H](COO)[C@H](OS(O)(=O)=O)[C@@H]1OS(O)(=O)=O","DB02426","DB02426"
"OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=CC(=O)NC1=O","DB02745","DB02745"
"CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O","DB01154","DB01154"
"CC(C)CN(C[C@@H](OP(O)(O)=O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1","DB01319","DB01319"
"CC[C@H](C)[C@@H](NC(=O)[C@@H](O)CC1=CC=C(O)C=C1)C(=O)N1[C@@H]2C[C@@H](CC[C@H]2C[C@H]1C(=O)NCCCCNC(N)=N)OS(O)(=O)=O","DB04391","DB04391"
"OCC(C)=CC=CC(C)=C/C=C/C=C(/C)C=CC=C(/C)C=CC1=C(C)C[C@@H](O)CC1(C)C","DB02253","DB02253"
"OC(=O)COC1=CC(F)=CC=C1C(=S)NCC1=CC=C(Br)C=C1F","DB08084","DB08084"
"[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO","DB01253","DB01253"
"[H][C@](O)(C(=O)O[C@]1([H])C[C@]2([H])CC[C@]([H])(C1)N2C)C1=CC=CC=C1","DB02161","DB02161"
"CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2","DB00477","DB00477"
"COC1=CC2=C(NC=C2CCNC(C)=O)C=C1","DB01065","DB01065"
"[Br-].[H][C@]12C[C@@H](C[C@@]([H])(C3OC13)[N+]2(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1","DB00462","DB00462"
"[H][C@](N)(O)CC[C@@]([H])(N)CC1=CC=C(O)C=C1","DB07353","DB07353"
"N#CC(=CNC1=CC=C(NC2=CC=CC=C2)C=C1)C1=NNN=N1","DB04430","DB04430"
"NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]3O)C2=NC(F)=N1","DB01073","DB01073"
"[H][C@@](CCCC)(CN(O)C=O)C(=O)N1CCC[C@@]1([H])C1=NC2=C(O1)C=CC=C2","DB08310","DB08310"
"[H][C@@]12C[C@@H](Br)C(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](O)CC[C@]12C","DB05107","DB05107"
"OCCOCN1C=C(CC2=CC=CC(OCC3=CC=CC=C3)=C2)C(=O)NC1=O","DB06873","DB06873"
"[H][C@]1(CC2=C(Br)C(Br)=C(O)C(OCC)=C2)SC(=S)N(CC(O)=O)C1=O","DB06998","DB06998"
"NC(=N)C1=CC=C(O)C(CN2CC[C@H](NS(=O)(=O)C3=CC4=C(S3)C=CC=N4)C2=O)=C1","DB02744","DB02744"
"[H][C@](C)(C#CC1=C(C)N=C(N)N=C1N)C1=CC(OC)=CC(=C1)C1=CC=C(C)C=C1","DB07141","DB07141"
