"smiles","drug_id"
"NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC=CC=C1","DB01748"
"OC(=O)CC1=C2C=CC=CC2=CC=C1","DB01750"
"N[C@@H](CCSC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N)C(O)=O","DB01752"
"NC(=O)[C@H]1C=[N+](C=CC1=O)[C@@H]1O[C@@H](CO[P@](O)(=[O-])O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O","DB01753"
"CN1C(=O)C(O)=C(O)C2=CC=CC=C12","DB01754"
"CC[C@@H](C)[C@H](N)C(=O)NS(=O)(=O)NC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N","DB01755"
"O[C@@H](COP(O)(O)=O)[C@@H](O)C(O)=O","DB01756"
"N[C@@H](CC1=CC=C(O)C(I)=C1)C(O)=O","DB01758"
"COC1=NC=CN=C1C(C)C","DB01760"
"C[C@H](NC1=NC=CC(=N1)C1=C(N=C(C2CCNCC2)N1C)C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1","DB01761"
"CC(=O)CC(O)=O","DB01762"
"NC(=S)C1=CC=C[N+](=C1)[C@@H]1O[C@@H](CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O","DB01763"
"OC(=O)CC1=C2NC(=O)C3=CC=CC=C3N2C2=C1C=CC=C2","DB01765"
"[H][C@](N)(CC1=CC=C2C=CC=CC2=C1)C(O)=O","DB01766"
"NC(=N)C1=CC2=C(NC(CC3=NC4=C(N3)C=CC=C4)=N2)C=C1","DB01767"
"CC(=O)N[C@H]1[C@H](O)C[C@@](OC2=CC=C3C(C)=CC(=O)OC3=C2)(O[C@@H]1[C@@H](O)[C@H](O)CO)C(O)=O","DB01768"
"N[C@@H](C[S](=O)=O)C(O)=O","DB01769"
"C[C@H](NC(=O)[C@@H](C)O[C@@H]1[C@@H](O)[C@H](CO)O[C@H](O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@H]1NC(C)=O)C(=O)N[C@H](CCC(O)=O)C(O)=O","DB02314"
"NC1=NC2=C(N=CN2[C@H]2O[C@@H]3CO[P@](O)(=O)O[C@@H]3[C@@H]2O)C(=O)N1","DB02315"
"OC(=O)CCCCCN1C(=CC2=C1C=CC(OCC1=C(Cl)C=CC=C1Cl)=C2)C(O)=O","DB02316"
"OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@H]1O","DB02317"
"OC[C@H]1O[C@@H](F)[C@H](F)[C@@H](O)[C@@H]1O","DB02318"
"NC(=O)C1=CN([C@@H]2O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]3O[C@H]([C@H](OP(O)(O)=O)[C@H]3O)N3C=NC4=C3N=CN=C4N)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)C1","DB02319"
"CC(=O)N[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O","DB02320"
"N[C@@H](CCSC[C@H]1O[C@H](O)[C@@H](O)[C@@H]1O)C(O)=O","DB02321"
"O[C@H]1O[C@@H](COS([O-])(=O)=O)[C@H](O[C@@H]2OC(=C[C@@H](O)[C@H]2OS([O-])(=O)=O)C([O-])=O)[C@@H](O)[C@@H]1NS([O-])(=O)=O","DB02322"
"C[C@]12CC[C@H]3[C@@H](CCC4=CC(O)=CC=C34)[C@@H]1C[C@@H](CCCCCCCCC(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC3=C1N=CN=C3N)[C@H]2O","DB02323"
"O[C@@H]1C[C@@H](O[C@H]1COP(O)(O)=O)N1C=C(I)C(=O)NC1=O","DB02324"
"CC(C)C[C@@H](C(O)=O)C(=O)NO","DB02326"
"OCCOCCOCCO","DB02327"
"CC1=NC=C(COP(O)(O)=O)C(CN=C(C=CCP(O)(O)=O)/C(O)=O)=C1O","DB02328"
"CC1(C)[C@@H](CC[C@]2(C)[C@@H]1CC[C@]1(C)[C@H]2C(=O)C=C2[C@@H]3C[C@@](C)(CC[C@@]3(C)CC[C@@]12C)C(O)=O)OC(=O)CCC(O)=O","DB02329"
"OC(=O)[C@@H](CC1=CC=CC=C1)N(CC1=CC=C(S1)C1=CC2=C(O1)C=CC=C2)C(=O)C1=CC=C(Cl)C=C1Cl","DB02331"
"CC1=CC2=C(C=C1C)N(C[C@@H](O)[C@@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC3=C1N=CN=C3N)C1=NC(=O)NC(=O)C1=N2","DB02332"
"O[C@@H]1C[C@@H](O[C@H]1CO[P@](O)(=O)O[P@@](O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O","DB02333"
"O[C@@H](CS(O)(=O)=O)C(O)=O","DB02334"
"NC1=NCCS1","DB02335"
"CC(=O)N[C@@H](CC1=CC=C(C(=C1)P(O)(O)=O)P(O)(O)=O)C(=O)N[C@@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O","DB02336"
"N[C@@H](CCSCCCCC(O)=O)C(O)=O","DB02337"
"NC(=O)C1=CN(C=CC1)[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O","DB02338"
"CN(CCCCCCOC1=CC=C2C(OC=C2C2=CC=C(Br)C=C2)=C1)CC=C","DB02339"
"CC(=O)N[C@@H](CO)C(O)=O","DB02340"
"CC(C)[C@@H](NC(=O)C1=CC=C(C=C1)C(=O)N1CCOCC1)C(=O)N1CCC[C@@H]1C(=O)N[C@H](C(C)C)C(=O)C(F)(F)C(F)(F)F","DB02341"
"COC1=C(O)C=C2CCC3C4CC[C@H](O)[C@@]4(C)CCC3C2=C1","DB02342"
"CCOCCOCCOCCOCCOCC","DB02343"
"CC(=O)N[C@H]1[C@H](O)C[C@](O)(O[C@@H]1[C@@H](O)[C@@H](O)CO)C(O)=O","DB02344"
"N[C@@H](C[SeH])C(O)=O","DB02345"
"CCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@H](CO)O[C@H](O[C@@]2(CO)O[C@@H](CO)[C@H](O)[C@H]2O)[C@H]1O","DB02346"
"CC(C)(C)C1=C(C[C@H](N)C(O)=O)C(OCP(O)(O)=O)=NO1","DB02347"
"[O-]P([O-])(F)=O","DB02348"
"[H][C@@]1(N(CCCSC1(C)C)S(=O)(=O)C1=CC=C(OC)C=C1)C(=O)NO","DB02350"
"CC[C@H](C)[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H](CC(C)C)C(O)=O","DB02351"
"NC1=NC=CC=C1OCC1=CC=CC=C1","DB02352"
"OC[C@@H]1O[C@H](O)[C@@H](NS([O-])(=O)=O)[C@H](O)[C@H]1O[C@@H]1OC(=C[C@@H](O)[C@H]1OS([O-])(=O)=O)C([O-])=O","DB02353"
"CN1C(CNC2=CC=C(C=C2)C(N)=N)=NC2=C1C=CC(CN1C(C)=NC3=C1C=CC=C3)=C2","DB02354"
"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](S)(=O)O[P@@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]1O","DB02355"
"NC1=NC(O)=C(N)C(NC(=O)NC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)=N1","DB02358"
"CCCCN1C(CC2=CC(OC)=CC=C2OC)=NC2=C(N)N=CN=C12","DB02359"
"[H][C@](C(=O)C1=CC2=CC=CC=C2C=C1)(C1=CC=CC2=CC=CC=C12)P(O)(O)=O","DB02360"
"CSSC[C@@H](N)C(O)=O","DB02361"
"NC1=CC=C(C=C1)C(O)=O","DB02362"
"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]1OP(O)(O)=O","DB02363"
"CCOP(=O)(OCC)OC[C@@H](N)C(O)=O","DB02364"
"C1=CC2=CC=C3C=CC=NC3=C2N=C1","DB02365"
"NC(=[NH2+])c1cc2nc(nc2cc1Cl)C1=CC=CC(C2=CC=CC=C2)=C1[O-]","DB02366"
"CCCCOC1=CC=C(C=C1)S(=O)(=O)N1C[C@H](C[C@@H]1C(=O)NO)NS(C)(=O)=O","DB02367"
"CC(=O)N[C@@H](CCCNC(N)=O)C(O)=O","DB02368"
"C[C@@H](NCCCC[C@H](N)C(O)=O)C(O)=O","DB02370"
"OCC(CO)(CO)NCCS(O)(=O)=O","DB02371"
"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[W](O)(O)=O)[C@H](O)[C@H]1O","DB02373"
"O[C@H]1CN2C=CN=C2[C@@H](O)[C@@H]1O","DB02374"
"OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1","DB02375"
"OC[C@H]1NC(=N/O)[C@@H](O)[C@@H](O)[C@@H]1O","DB02376"
"NC1=Nc2ncnc2C(=O)N1","DB02377"
"CC(C)C[C@H](NC(=O)[C@H]1CC(=O)NCCCCCCOC(=O)N[C@@H](C(C)C)C(=O)N1)[C@H](O)C[C@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCC1=CC=CC=C1","DB02378"
"OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O","DB02379"
"N[C@@H](CCNC(=N)NO)C(O)=O","DB02381"
"O[C@@H]1[C@@H](O)[C@@H](O[C@H]1CO[P@@](O)([O-])=O)[N+]1=CC=CC(=C1)C(O)=O","DB02382"
"COC1=C(C2=CC=CC(C(=S)N(C)CC(O)=O)=C2C=C1)C(F)(F)F","DB02383"
"OC1=CC=C(C=C(/F)C([O-])=O)C=C1","DB02384"
"CC(C)C[C@H](N)P(O)(O)=O","DB02386"
"CCCN1C(=NC(=C1C1=CC=NC(NC2CCCCC2)=N1)C1=CC=C(Cl)C(Cl)=C1)C1CCNCC1","DB02388"
"NC1=NC2=C(N(CCNC(CO)CO)C=N2)C(=O)N1","DB02391"
"O[C@@H]1[C@@H](O)[C@H](CP(O)(O)=O)O[C@H]1COP(O)(O)=O","DB02393"
"OC[C@]12O[C@H]1C[C@H](O)[C@@H](O)[C@H]2O","DB02394"
"CN1C(CCCO)=C(CO)C2=C1C(=O)C=C(N1CC1)C2=O","DB02395"
"CCNC","DB02396"
"NCC1=CC=C(NC(=O)C2=CC=C3C=C(C=CC3=C2)C(N)=N)C=C1","DB02398"
"C[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO","DB02399"
"COC1=CC(=O)C2=C(C(COC3=CC=C(C=C3)[N+]([O-])=O)=C(C)N2C)C1=O","DB02400"
"OC(=O)C1=NON=C1O","DB02401"
"COC1=CC=C(OC2=CC=CC3=NC(N)=NC(N)=C23)C=C1","DB02402"
"NC1=CC=CC=C1F","DB02403"
"OCCOCCOCCOCCOCCOCCOCCS","DB02404"
"OC(=O)CCCCCCCCCCCBr","DB02405"
"CCCCC(O)=O","DB02406"
"NC1=NC(OCC2CCCCC2)=C2N=CNC2=N1","DB02407"
"[H][C@](N)(CCCC)C(O)(O)CNC1CC1","DB02408"
"CC(=O)C1=[N+](CC2=CN=C(C)N=C2N)C(C)=C(CCOP(O)(=O)OP(O)(O)=O)S1","DB02410"
"CC(C)CCN(C[C@@H](O)[C@@H]1CC2=CC=C(OCCCC(=O)N[C@@H](CC(N)=O)C(=O)N1)C=C2)S(=O)(=O)C1=CC=CC=C1","DB02411"
"N[C@@H](CSCCO)C(O)=O","DB02413"
"O=C1N[C@H](Cc2cncn2)C(=O)N2CCC[C@@H]12","DB02414"
"CCCCCCCC[S@@](=O)CCO","DB02415"
"C[C@@H](O)[C@H](C)O","DB02418"
"CCOC(=O)C(=O)N1CCCCC1","DB02419"
"NCC1=CC=C(NC(=O)C(O)=O)C=C1","DB02420"
"OC[C@@H]1O[C@H](O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@@H](O)[C@H](O)[C@H]1O","DB02421"
"CO[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O","DB02422"
"CO[C@@H]1C[C@@H](C)CC2=C(OC)C(=O)C=C(NC(=O)C(C)=C/C=C[C@@H](OC)[C@H](OC(N)=O)C(C)=C/[C@@H](C)[C@H]1O)C2=O","DB02424"
"CCCCCCCCCCCCCCCCOC(=O)CCCCCCC","DB02425"
"CC(C)CC(=O)O[C@H]1[C@@H](O[C@@H]2C[C@]3(C)[C@H]4CC[C@@H]5C[C@@]4(CC[C@H]3C(C2)(C(O)=O)C(O)=O)[C@@H](O)C5=C)O[C@@H](COO)[C@H](OS(O)(=O)=O)[C@@H]1OS(O)(=O)=O","DB02426"
"COC1=CC(CN(C)C2=CC=C3N=C(N)N=C(N)C3=C2)=C(OC)C=C1","DB02427"
"OC(=O)C1=NC2=C(C=CC=C2)C=C1","DB02428"
"NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC=C(F)C=C1","DB02429"
"OC[C@@H]1O[C@H](O[C@H]2O[C@@H](COP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@H]1O","DB02430"
"NC1=NC(=O)N(C=C1)[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]1O","DB02431"
"COC(=O)C1=CC(C[C@@H](NC(C)=O)C(=O)N[C@@H]2CCCCN(CC3=CC=C(C=C3)C3=CC=CC=C3)C2=O)=CC=C1C(F)(C(O)=O)C(O)=O","DB02432"
"OC(O)CN(C[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)COP(O)(O)=O)CP(O)(O)=O","DB02433"
"OC(=O)CCCC1=CC=CS1","DB02434"
"[NH3+]CC1CCCCC1","DB02435"
"CCCCCNC(=O)[C@@H](CC1=CC=C(OC(C(O)=O)C(O)=O)C=C1)NC(=O)N[C@H](CC1=CC=CC=C1)C(O)=O","DB02436"
"N[C@H](CO)CCCCNC(O)=O","DB02437"
"CO[C@H]([C@@H](O)[C@H](O)CO)C(=O)CO","DB02438"
"CCCCCCCC","DB02440"
"CCCCC1=NC2=C(N1)C(=O)NNC2=O","DB02441"
"N[C@@H](C[Se](=O)=O)C(O)=O","DB02442"
"COC1=CC=CC(OC)=C1C(=O)N[C@H]([C@@H]1N[C@H](C([O-])=O)C(C)(C)S1)C(=O)OC[C@@H](N)C([O-])=O","DB02443"
"N[C@H](CO)[C@H](O)[C@@H](O)[C@H](O)COP(O)(O)=O","DB02445"
"N[C@@H](CCC(=O)NO)C(O)=O","DB02446"
"OC[C@H]1O[C@]2(NC(=O)N(O)C2=O)[C@H](O)[C@@H](O)[C@@H]1O","DB02447"
"CCCCCCCCCCCCC(O)=O","DB02448"
"OC(=O)[C@@H](Cc1cnc2ccccc12)NS(=O)(=O)C1=CC=C(C=C1)N1CCC(CC1)C1=CC=CC=C1","DB02449"
"[H][C@@](CC1=CC=CC=C1)(C(O)=O)[C@]([H])(CC1=CC2=C(OCO2)C=C1)C(O)=O","DB02450"
"CC1=CN([C@H]2C[C@@H](O)[C@H](CO[P@@](O)(=O)O[P@@](O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O","DB02452"
"O[Sb](O)O","DB02453"
"NC1=NC(=O)N(C=C1)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O","DB02456"
"[H][P@@](=O)(CCCCCCCCCCC)OCCCC","DB02457"
"N[C@@H](CCC(=O)N[C@H](CSC1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C(=O)NCC(O)=O)C(O)=O","DB02458"
"NC(=N)NC1=CC=C(C=C1)C(O)=O","DB02459"
"OC(=O)CC[C@H]1C2=CC3=NC(=C(C)/C4=N[C@@H]([C@@H](CC(O)=O)[C@]4(C)CCC(O)=O)[C@@]4(C)NC(=C(C)/C(=N2)[C@]1(C)CC(O)=O)[C@H](CCC(O)=O)[C@@]4(C)CC(O)=O)[C@H](CCC(O)=O)C3(C)C","DB02460"
"N[C@@H](CSCP(O)(O)=O)C(O)=O","DB02461"
"CN(C)CCCOC1=CC(=O)SC2=CC=CC=C12","DB02462"
"NC(=[NH2+])C1=CC2=C(NC(=C2)C2=CC=CC=C2O)C=C1","DB02463"
"NCC1=CC=CC=C1","DB02464"
"CCCCCC=CCC=CCC=CCC=CCCCC[P@@](F)(=O)OC","DB02465"
"CC1(C)CCC(C)(C)C2=CC(=CC=C12)C(=O)C=CC1=CC=C(C=C1)C(O)=O","DB02466"
"C[S@](=O)CC[C@@H](N)C(O)=O","DB02467"
"C[C@H]1[C@H](C=C)C2=CC3=C(C)C(CCC(O)=O)=C4C=C5C(CCC(O)=O)=C(C)C6=[N+]5[Fe]5(N34)N3C(=C6)C(C)=C(C=C)C3=C(C1=[N+]25)C1=CC=CC=C1","DB02468"
"C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1N","DB02469"
"O[C@H](COP(O)(O)=O)[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O","DB02470"
"OC[C@H]1[C@H](O)[C@@H](O)[C@H](O)C2=NN=NN12","DB02471"
"OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1CNC2=C(O)N=CN=C12","DB02472"
"CC(C)C1=NCCC2=C1C=C(NC(=O)C1=CC=C3C=C(C=CC3=C1)C(N)=N)C=C2","DB02473"
"COC(=O)NCCCCCC(=O)N[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O","DB02474"
"NC(=N)NCCC[C@@H](N1CCC1=O)C(O)=O","DB02475"
"CC1=NC=CN1CCCCC1=CC=C(CC(=O)N[C@H](CO)C(=O)N[C@H](CCCCN)C(=O)NCCC2CCCCC2)C=C1","DB02477"
"[H][C@@](C)(CNC(=O)C1=CC=C(C=C1)S(N)(=O)=O)CN1C=CC2=CC=CC=C12","DB02479"
"C[C@](O)(CBr)CCO[P@](O)(=O)OP(O)(O)=O","DB02480"
"O=CNCC1=CC=CC=C1","DB02481"
"C[C@H](OP(O)(O)=O)[C@@H](N)C(O)=O","DB02482"
"O[C@H]1O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN2C=CN=C32)[C@@H](O)[C@@H]1O","DB02483"
"NC1=NC(=O)N(C=C1)[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H](O)CO)[C@H](O)[C@H]1O","DB02484"
"CC(=O)N[C@H]1[C@H](O)C[C@@](O[P@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(N)=NC2=O)(O[C@@H]1[C@@H](O)[C@H](O)CO)C(O)=O","DB02485"
"OCCSSCCO","DB02486"
"O[C@@H](CC(=O)C([O-])=O)[C@@H](O)C([O-])=O","DB03237"
"NC1=CC(F)=CC(F)=C1","DB03238"
"N[C@@H](CN1C2=C(CCC2)C(=O)NC1=O)C(O)=O","DB03240"
"NC1=CC=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C1","DB03242"
"[NH3+]CC1=CC=C(F)C=C1","DB03243"
"CC(C)(CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC[N](O)=O","DB03245"
"OC[C@@H]1O[C@H](O)[C@H](O)[C@H]1O","DB03246"
"CC1=CC2=C(C=C1C)N(C[C@@H](O)[C@@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2","DB03247"
"CC[C@@H](OP(O)(O)=O)C(O)=O","DB03248"
"[H][C@]1(CO)O[C@@]([H])(C2=NC3=CC(C)=CC=C3S2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O","DB03250"
"[H][C@@](CCCNC(N)=N)(NC(=O)C1CCCC1)C(=O)C1=NC2=C(S1)C=CC=C2","DB03251"
"NCCCC[C@H](N)C(O)=O","DB03252"
"NC[C@@H]1CCCN1","DB03253"
"c1ncc(n1)C1=CC=CC=C1","DB03254"
"OC1=CC=CC=C1","DB03255"
"NC1=NC(=O)C2=C(NC[C@H](CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(O)=O)C(O)=O)N2C=O)N1","DB03256"
"[H][C@@](CC(C)C)(NC(C)=O)[C@]1([H])O[C@]([H])(C[C@@]1([H])C(=O)OC)C(O)=O","DB03257"
"NC1=NC(=O)N(C=C1)[C@H]1C[C@@H](O)[C@H](CO[P@@](O)(=O)O[P@](O)(=O)OP(O)(O)=O)O1","DB03258"
"OC1=CC=CC(=C1O)C1=C(Cl)C=CC=C1Cl","DB03259"
"NCCCCCCN","DB03260"
"NS(=O)(=O)C1=CC2=C(S1)S(=O)(=O)N(C(CN1CCOCC1)=C2)C1=CC(O)=CC=C1","DB03262"
"CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N","DB03264"
"CCCCN1C2=C(NC(CC3=CC=C(NC(C)=O)C=C3)=N2)C(=O)N(CC=C)C1=O","DB03267"
"CC(=O)N[C@@H](CC1=CC=C(C(O)=O)C(C=O)=C1)C(=O)N[C@@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O","DB03268"
"NS(=O)(=O)C1=C(F)C=CC=C1F","DB03270"
"C[C@@H](O)[C@@H](O)C1=NC2=C(NC1)N=C(N)NC2=O","DB03271"
"NC1=NC=NC2=C1N=CN2[C@H]1O[C@@H](CO)C(=O)[C@@H]1O","DB03273"
"C[C@H]1O[C@@H](C[C@@H]1O)N1C=CC(=O)NC1=O","DB03274"
"NC(=O)C[C@@H]1NC(=O)C2(CCCCC2)NC(=O)C[C@H](C=CC[C@H](CNC1=O)CC1=CC=CC2=CC=CC=C12)C1=CC=C(C=C1)CP(O)(O)=O","DB03276"
"OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@H]3CO)O[C@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O","DB03277"
"OC[C@H](O)[C@@H](O)CO","DB03278"
"CCCCCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O","DB03279"
"CC1=CN([C@H]2C[C@@H](O)[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P@@](O)(=O)O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]3O[C@H]([C@H](O)[C@H]3O)N3C=NC4=C3N=CN=C4N)O2)C(=O)NC1=O","DB03280"
"C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O","DB03283"
"O[C@@H]1COC(=C[C@H]1O)C(O)=O","DB03284"
"N[C@@H](O)[C@@]1(O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)N=[N+]=[N-]","DB03286"
"[H][C@@](O)(CNC(=O)C1=CC2=CC(Cl)=CC=C2N1)N(CCO)C1CCCC1","DB03288"
"CC(=O)N[C@H](CC1=CC=CC2=C1C=CC=C2)[B-](O)(O)OC[C@H](N)C(O)=O","DB03290"
"N[C@@H](CP(O)(O)=O)C(O)=O","DB03292"
"CN1SC(=O)C2=CC(=CC=C12)S(N)(=O)=O","DB03294"
"CC(=O)N[C@H]1[C@H](O)C[C@@](O[C@H]2[C@@H](O)[C@H](CO)O[C@@H](O[C@@H]3[C@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)(O[C@@H]1[C@@H](O)[C@H](O)CO)C(O)=O","DB03296"
"O[S@@](=O)CC1=CC=CC=C1","DB03297"
"OP(O)(=O)OC1=CC=CC=C1","DB03298"
"[H][C@](NC(=O)CCC(O)=O)(C(O)=O)C1=CC=CC=C1","DB03299"
"NC1=NC(=O)N(C=C1)[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]2OC3=NC4=C(N=C3C(S)=C2S)C(O)=NC(N)=N4)[C@H](O)[C@H]1O","DB03300"
"CC1=CC=CC(CC=C)=C1O","DB03301"
"NCc1cnc2N=C(N)NC(=O)c12","DB03304"
"CC(=N)NCCC[C@@H](N)C(O)=O","DB03305"
"COC1=CC=CC(C=O)=C1OP(O)(O)=O","DB03306"
"NC1=NC=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=C1","DB03307"
"CC(C)C[C@H](N)C(=O)NO","DB03308"
"OS(=O)(=O)CCNC1CCCCC1","DB03309"
"N[C@H](CCC(=O)N[C@H](CSSC[C@@H](NC(=O)CC[C@@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O","DB03310"
"CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=C(C=C2)S(=O)(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1","DB03311"
"OC[C@H]1O[C@@H](C[C@@H]1O)N1C=C(C=CBr)C(=O)NC1=O","DB03312"
"CC(=O)OCC1=C(N2[C@@H](SC1)[C@H](NC(=O)CCC[C@H]([NH3+])C(O)=O)C2=O)C(O)=O","DB03313"
"N[C@@H](CC1=CNC2=C1C=C(F)C=C2)C(O)=O","DB03314"
"NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO)[C@H](OP(O)(O)=O)[C@H]2O)C(=O)N1","DB03315"
"C1COCCO1","DB03316"
"CC=C1C(C)=C2C=C3N4C(=CC5=C(CCC(O)=O)C(C)=C6C=C7N8C(C=C1N2[Fe@]48N56)=C(C)C7=CC)C(CCC(O)=O)=C3C","DB03317"
"CC(C)(C)C1=C(C[C@@H]([NH3+])C([O-])=O)C([O-])=NO1","DB03319"
"N[C@@H](C[NH3+])C(O)=O","DB03320"
"CC(=O)N[C@@H]1[C@@H](N)C=C(O[C@H]1[C@H](O)[C@@H](O)CO)C(O)=O","DB03321"
"OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O","DB03323"
"N[C@@H](CC1=CC=C(O)C=C1)C(=O)NS(=O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N","DB03325"
